surrogate_key,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
756,-107.82,69.04,CAPE PEEL WEST,2400697,2020-01-25,2020,1,25,-21.8,-26.1,-23.9,41.9,0.0,,,
757,-107.82,69.04,CAPE PEEL WEST,2400697,2020-01-26,2020,1,26,-20.9,-32.1,-26.5,44.5,0.0,,,
758,-107.82,69.04,CAPE PEEL WEST,2400697,2020-01-27,2020,1,27,-23.8,-32.9,-28.4,46.4,0.0,,,
759,-107.82,69.04,CAPE PEEL WEST,2400697,2020-01-28,2020,1,28,-22.2,-29.9,-26.0,44.0,0.0,,,
760,-107.82,69.04,CAPE PEEL WEST,2400697,2020-01-29,2020,1,29,-27.6,-34.0,-30.8,48.8,0.0,,,
761,-107.82,69.04,CAPE PEEL WEST,2400697,2020-01-30,2020,1,30,,,,,,,,
762,-107.82,69.04,CAPE PEEL WEST,2400697,2020-01-31,2020,1,31,,,,,,,,
763,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-01,2020,2,1,-27.9,-32.3,-30.1,48.1,0.0,,,
764,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-02,2020,2,2,-28.2,-35.2,-31.7,49.7,0.0,,,
765,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-03,2020,2,3,-32.9,-36.7,-34.8,52.8,0.0,,,
766,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-04,2020,2,4,-36.1,-39.8,-38.0,56.0,0.0,,,
767,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-05,2020,2,5,-31.7,-37.8,-34.7,52.7,0.0,,,
768,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-06,2020,2,6,-24.8,-34.9,-29.9,47.9,0.0,,,
769,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-07,2020,2,7,-32.3,-37.4,-34.9,52.9,0.0,,,
770,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-08,2020,2,8,-28.8,-36.5,-32.6,50.6,0.0,,,
771,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-09,2020,2,9,-33.0,-37.5,-35.3,53.3,0.0,,,
772,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-10,2020,2,10,-34.6,-40.8,-37.7,55.7,0.0,,,
773,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-11,2020,2,11,-30.9,-39.3,-35.1,53.1,0.0,,,
774,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-12,2020,2,12,-32.3,-33.7,-33.0,51.0,0.0,,,
775,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-13,2020,2,13,-33.5,-37.8,-35.6,53.6,0.0,,,
776,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-14,2020,2,14,-31.8,-36.3,-34.1,52.1,0.0,,,
777,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-15,2020,2,15,-26.3,-31.8,-29.1,47.1,0.0,,,
778,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-16,2020,2,16,-24.2,-27.9,-26.0,44.0,0.0,,,
779,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-17,2020,2,17,-26.9,-29.0,-28.0,46.0,0.0,,,
780,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-18,2020,2,18,-23.9,-30.3,-27.1,45.1,0.0,,,
781,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-19,2020,2,19,-28.0,-34.5,-31.2,49.2,0.0,,,
782,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-20,2020,2,20,-26.2,-33.3,-29.8,47.8,0.0,,,
783,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-21,2020,2,21,-31.0,-35.6,-33.3,51.3,0.0,,,
784,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-22,2020,2,22,-25.5,-33.9,-29.7,47.7,0.0,,,
785,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-23,2020,2,23,-24.0,-30.2,-27.1,45.1,0.0,,,
786,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-24,2020,2,24,-25.8,-31.9,-28.9,46.9,0.0,,,
787,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-25,2020,2,25,-22.9,-26.9,-24.9,42.9,0.0,,,
788,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-26,2020,2,26,-25.1,-32.8,-28.9,46.9,0.0,,,
789,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-27,2020,2,27,-28.5,-33.3,-30.9,48.9,0.0,,,
790,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-28,2020,2,28,-32.1,-37.4,-34.7,52.7,0.0,,,
791,-107.82,69.04,CAPE PEEL WEST,2400697,2020-02-29,2020,2,29,-30.6,-36.2,-33.4,51.4,0.0,,,
792,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-01,2020,3,1,-30.7,-36.0,-33.3,51.3,0.0,,,
793,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-02,2020,3,2,-29.8,-38.0,-33.9,51.9,0.0,,,
794,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-03,2020,3,3,-37.6,-41.7,-39.7,57.7,0.0,,,
795,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-04,2020,3,4,-35.4,-40.6,-38.0,56.0,0.0,,,
796,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-05,2020,3,5,-34.7,-40.1,-37.4,55.4,0.0,,,
797,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-06,2020,3,6,-39.8,-43.6,-41.7,59.7,0.0,,,
798,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-07,2020,3,7,-34.0,-42.3,-38.2,56.2,0.0,,,
799,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-08,2020,3,8,-29.5,-39.9,-34.7,52.7,0.0,,,
800,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-09,2020,3,9,-25.6,-32.4,-29.0,47.0,0.0,,,
801,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-10,2020,3,10,-31.9,-36.7,-34.3,52.3,0.0,,,
802,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-11,2020,3,11,-34.9,-38.6,-36.7,54.7,0.0,,,
803,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-12,2020,3,12,-31.1,-37.8,-34.4,52.4,0.0,,,
804,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-13,2020,3,13,-26.6,-36.3,-31.4,49.4,0.0,,,
805,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-14,2020,3,14,-8.4,-26.6,-17.5,35.5,0.0,,,
806,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-15,2020,3,15,-9.0,-25.4,-17.2,35.2,0.0,,,
807,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-16,2020,3,16,-25.1,-31.3,-28.2,46.2,0.0,,,
808,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-17,2020,3,17,-21.8,-30.8,-26.3,44.3,0.0,,,
809,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-18,2020,3,18,-21.3,-29.4,-25.3,43.3,0.0,,,
810,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-19,2020,3,19,-20.7,-31.8,-26.3,44.3,0.0,,,
811,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-20,2020,3,20,,,,,,,,
812,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-21,2020,3,21,-8.2,-16.0,-12.1,30.1,0.0,,,
813,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-22,2020,3,22,-10.2,-24.2,-17.2,35.2,0.0,,,
814,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-23,2020,3,23,-21.5,-28.9,-25.2,43.2,0.0,,,
815,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-24,2020,3,24,-20.1,-27.7,-23.9,41.9,0.0,,,
816,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-25,2020,3,25,-21.7,-28.1,-24.9,42.9,0.0,,,
817,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-26,2020,3,26,-23.7,-36.6,-30.1,48.1,0.0,,,
818,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-27,2020,3,27,-27.7,-38.2,-32.9,50.9,0.0,,,
819,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-28,2020,3,28,-27.9,-36.9,-32.4,50.4,0.0,,,
820,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-29,2020,3,29,-27.6,-36.8,-32.2,50.2,0.0,,,
821,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-30,2020,3,30,-25.6,-35.7,-30.6,48.6,0.0,,,
822,-107.82,69.04,CAPE PEEL WEST,2400697,2020-03-31,2020,3,31,-25.6,-32.7,-29.1,47.1,0.0,,,
823,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-01,2020,4,1,-27.9,-33.8,-30.8,48.8,0.0,,,
824,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-02,2020,4,2,-23.9,-34.0,-28.9,46.9,0.0,,,
825,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-03,2020,4,3,-14.8,-26.5,-20.7,38.7,0.0,,,
826,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-04,2020,4,4,-14.5,-20.1,-17.3,35.3,0.0,,,
827,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-05,2020,4,5,-16.2,-25.4,-20.8,38.8,0.0,,,
828,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-06,2020,4,6,-14.9,-26.5,-20.7,38.7,0.0,,,
829,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-07,2020,4,7,-14.1,-21.8,-18.0,36.0,0.0,,,
830,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-08,2020,4,8,-12.2,-20.0,-16.1,34.1,0.0,,,
831,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-09,2020,4,9,-13.8,-20.4,-17.1,35.1,0.0,,,
832,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-10,2020,4,10,-16.4,-21.3,-18.9,36.9,0.0,,,
833,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-11,2020,4,11,-18.2,-23.6,-20.9,38.9,0.0,,,
834,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-12,2020,4,12,-19.7,-25.7,-22.7,40.7,0.0,,,
835,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-13,2020,4,13,-11.4,-25.3,-18.3,36.3,0.0,,,
836,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-14,2020,4,14,-8.6,-17.2,-12.9,30.9,0.0,,,
837,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-15,2020,4,15,-11.0,-22.0,-16.5,34.5,0.0,,,
838,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-16,2020,4,16,-20.3,-26.9,-23.6,41.6,0.0,,,
839,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-17,2020,4,17,-21.1,-28.6,-24.8,42.8,0.0,,,
840,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-18,2020,4,18,-17.8,-26.2,-22.0,40.0,0.0,,,
841,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-19,2020,4,19,-15.9,-23.6,-19.7,37.7,0.0,,,
842,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-20,2020,4,20,-15.3,-22.4,-18.8,36.8,0.0,,,
843,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-21,2020,4,21,-13.8,-19.1,-16.4,34.4,0.0,,,
844,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-22,2020,4,22,-17.1,-24.5,-20.8,38.8,0.0,,,
845,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-23,2020,4,23,-17.8,-25.2,-21.5,39.5,0.0,,,
846,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-24,2020,4,24,-20.3,-26.7,-23.5,41.5,0.0,,,
847,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-25,2020,4,25,-19.3,-27.6,-23.5,41.5,0.0,,,
848,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-26,2020,4,26,-19.3,-24.9,-22.1,40.1,0.0,,,
849,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-27,2020,4,27,-12.7,-26.2,-19.4,37.4,0.0,,,
850,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-28,2020,4,28,-10.3,-19.8,-15.1,33.1,0.0,,,
851,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-29,2020,4,29,-11.3,-21.2,-16.2,34.2,0.0,,,
852,-107.82,69.04,CAPE PEEL WEST,2400697,2020-04-30,2020,4,30,-14.9,-23.9,-19.4,37.4,0.0,,,
853,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-01,2020,5,1,-12.5,-22.2,-17.4,35.4,0.0,,,
854,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-02,2020,5,2,-8.2,-18.2,-13.2,31.2,0.0,,,
855,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-03,2020,5,3,-4.8,-11.8,-8.3,26.3,0.0,,,
856,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-04,2020,5,4,-10.7,-16.5,-13.6,31.6,0.0,,,
857,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-05,2020,5,5,-7.6,-18.5,-13.0,31.0,0.0,,,
858,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-06,2020,5,6,-4.2,-16.1,-10.2,28.2,0.0,,,
859,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-07,2020,5,7,-1.7,-12.2,-7.0,25.0,0.0,,,
860,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-08,2020,5,8,-12.2,-21.9,-17.1,35.1,0.0,,,
861,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-09,2020,5,9,-13.1,-22.6,-17.8,35.8,0.0,,,
862,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-10,2020,5,10,-7.9,-17.3,-12.6,30.6,0.0,,,
863,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-11,2020,5,11,-5.9,-14.2,-10.0,28.0,0.0,,,
864,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-12,2020,5,12,-13.3,-18.6,-15.9,33.9,0.0,,,
865,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-13,2020,5,13,-8.2,-20.2,-14.2,32.2,0.0,,,
866,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-14,2020,5,14,-2.0,-8.7,-5.3,23.3,0.0,,,
867,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-15,2020,5,15,-4.7,-8.2,-6.4,24.4,0.0,,,
868,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-16,2020,5,16,-6.4,-11.1,-8.8,26.8,0.0,,,
869,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-17,2020,5,17,-3.8,-15.7,-9.7,27.7,0.0,,,
870,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-18,2020,5,18,-5.4,-15.4,-10.4,28.4,0.0,,,
871,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-19,2020,5,19,-3.8,-11.6,-7.7,25.7,0.0,,,
872,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-20,2020,5,20,-4.3,-10.9,-7.6,25.6,0.0,,,
873,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-21,2020,5,21,-1.3,-8.4,-4.9,22.9,0.0,,,
874,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-22,2020,5,22,0.5,-10.0,-4.8,22.8,0.0,,,
875,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-23,2020,5,23,-4.9,-12.6,-8.8,26.8,0.0,,,
876,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-24,2020,5,24,-6.7,-9.5,-8.1,26.1,0.0,,,
877,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-25,2020,5,25,,,,,,,,
878,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-26,2020,5,26,,,,,,,,
879,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-27,2020,5,27,,,,,,,,
880,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-28,2020,5,28,,,,,,,,
881,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-29,2020,5,29,,,,,,,,
882,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-30,2020,5,30,,,,,,,,
883,-107.82,69.04,CAPE PEEL WEST,2400697,2020-05-31,2020,5,31,,,,,,,,
884,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-01,2020,6,1,,,,,,,,
885,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-02,2020,6,2,,,,,,,,
886,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-03,2020,6,3,,,,,,,,
887,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-04,2020,6,4,,,,,,,,
888,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-05,2020,6,5,,,,,,,,
889,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-06,2020,6,6,,,,,,,,
890,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-07,2020,6,7,,,,,,,,
891,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-08,2020,6,8,,,,,,,,
892,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-09,2020,6,9,,,,,,,,
893,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-10,2020,6,10,,,,,,,,
894,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-11,2020,6,11,,,,,,,,
895,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-12,2020,6,12,,,,,,,,
896,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-13,2020,6,13,,,,,,,,
897,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-14,2020,6,14,,,,,,,,
898,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-15,2020,6,15,,,,,,,,
899,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-16,2020,6,16,,,,,,,,
900,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-17,2020,6,17,,,,,,,,
901,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-18,2020,6,18,,,,,,,,
902,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-19,2020,6,19,,,,,,,,
903,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-20,2020,6,20,,,,,,,,
904,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-21,2020,6,21,,,,,,,,
905,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-22,2020,6,22,,,,,,,,
906,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-23,2020,6,23,,,,,,,,
907,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-24,2020,6,24,,,,,,,,
908,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-25,2020,6,25,,,,,,,,
909,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-26,2020,6,26,,,,,,,,
910,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-27,2020,6,27,,,,,,,,
911,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-28,2020,6,28,,,,,,,,
912,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-29,2020,6,29,,,,,,,,
913,-107.82,69.04,CAPE PEEL WEST,2400697,2020-06-30,2020,6,30,,,,,,,,
914,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-01,2020,7,1,22.1,14.1,18.1,0.0,0.1,,,
915,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-02,2020,7,2,24.1,13.5,18.8,0.0,0.8,,,
916,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-03,2020,7,3,20.8,11.2,16.0,2.0,0.0,,,
917,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-04,2020,7,4,20.0,9.2,14.6,3.4,0.0,,,
918,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-05,2020,7,5,17.7,10.2,14.0,4.0,0.0,,,
919,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-06,2020,7,6,11.5,6.8,9.1,8.9,0.0,,,
920,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-07,2020,7,7,12.9,4.7,8.8,9.2,0.0,,,
921,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-08,2020,7,8,8.5,2.9,5.7,12.3,0.0,,,
922,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-09,2020,7,9,11.2,1.9,6.6,11.4,0.0,,,
923,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-10,2020,7,10,15.2,6.1,10.6,7.4,0.0,,,
924,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-11,2020,7,11,14.0,7.4,10.7,7.3,0.0,,,
925,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-12,2020,7,12,10.2,8.4,9.3,8.7,0.0,,,
926,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-13,2020,7,13,14.6,7.9,11.2,6.8,0.0,,,
927,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-14,2020,7,14,15.6,7.3,11.4,6.6,0.0,,,
928,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-15,2020,7,15,18.1,8.7,13.4,4.6,0.0,,,
929,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-16,2020,7,16,17.6,7.8,12.7,5.3,0.0,,,
930,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-17,2020,7,17,12.4,7.4,9.9,8.1,0.0,,,
931,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-18,2020,7,18,16.2,7.5,11.9,6.1,0.0,,,
932,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-19,2020,7,19,14.0,7.1,10.5,7.5,0.0,,,
933,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-20,2020,7,20,15.3,9.0,12.1,5.9,0.0,,,
934,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-21,2020,7,21,16.0,8.2,12.1,5.9,0.0,,,
935,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-22,2020,7,22,10.4,7.7,9.0,9.0,0.0,,,
936,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-23,2020,7,23,20.5,7.4,14.0,4.0,0.0,,,
937,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-24,2020,7,24,20.4,8.5,14.5,3.5,0.0,,,
938,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-25,2020,7,25,13.8,6.6,10.2,7.8,0.0,,,
939,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-26,2020,7,26,18.5,9.3,13.9,4.1,0.0,,,
940,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-27,2020,7,27,20.6,10.4,15.5,2.5,0.0,,,
941,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-28,2020,7,28,18.6,10.4,14.5,3.5,0.0,,,
942,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-29,2020,7,29,16.0,8.7,12.3,5.7,0.0,,,
943,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-30,2020,7,30,9.9,4.8,7.3,10.7,0.0,,,
944,-107.82,69.04,CAPE PEEL WEST,2400697,2020-07-31,2020,7,31,14.8,4.1,9.4,8.6,0.0,,,
945,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-01,2020,8,1,22.7,9.2,16.0,2.0,0.0,,,
946,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-02,2020,8,2,23.8,10.0,16.9,1.1,0.0,,,
947,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-03,2020,8,3,18.4,8.5,13.4,4.6,0.0,,,
948,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-04,2020,8,4,13.6,8.3,11.0,7.0,0.0,,,
949,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-05,2020,8,5,13.6,7.2,10.4,7.6,0.0,,,
950,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-06,2020,8,6,13.2,5.0,9.1,8.9,0.0,,,
951,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-07,2020,8,7,15.5,6.2,10.8,7.2,0.0,,,
952,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-08,2020,8,8,11.0,7.2,9.1,8.9,0.0,,,
953,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-09,2020,8,9,17.1,6.8,12.0,6.0,0.0,,,
954,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-10,2020,8,10,17.6,8.7,13.2,4.8,0.0,,,
955,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-11,2020,8,11,13.3,6.8,10.0,8.0,0.0,,,
956,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-12,2020,8,12,14.4,4.6,9.5,8.5,0.0,,,
957,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-13,2020,8,13,15.2,6.5,10.9,7.1,0.0,,,
958,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-14,2020,8,14,8.3,4.0,6.1,11.9,0.0,,,
959,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-15,2020,8,15,11.5,4.0,7.8,10.2,0.0,,,
960,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-16,2020,8,16,7.2,4.0,5.6,12.4,0.0,,,
961,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-17,2020,8,17,6.9,2.9,4.9,13.1,0.0,,,
962,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-18,2020,8,18,8.3,0.8,4.6,13.4,0.0,,,
963,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-19,2020,8,19,7.7,2.1,4.9,13.1,0.0,,,
964,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-20,2020,8,20,6.6,0.7,3.7,14.3,0.0,,,
965,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-21,2020,8,21,10.0,1.4,5.7,12.3,0.0,,,
966,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-22,2020,8,22,12.3,3.2,7.7,10.3,0.0,,,
967,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-23,2020,8,23,10.3,3.8,7.0,11.0,0.0,,,
968,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-24,2020,8,24,14.9,3.2,9.0,9.0,0.0,,,
969,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-25,2020,8,25,15.5,5.1,10.3,7.7,0.0,,,
970,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-26,2020,8,26,10.9,3.2,7.0,11.0,0.0,,,
971,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-27,2020,8,27,3.3,0.3,1.8,16.2,0.0,,,
972,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-28,2020,8,28,2.4,-1.0,0.7,17.3,0.0,,,
973,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-29,2020,8,29,4.2,-1.0,1.6,16.4,0.0,,,
974,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-30,2020,8,30,4.9,-1.3,1.8,16.2,0.0,,,
975,-107.82,69.04,CAPE PEEL WEST,2400697,2020-08-31,2020,8,31,3.2,0.1,1.6,16.4,0.0,,,
